CUSTOMER COMMENT,Reason
Very pathetic,Others
"Very heavy and unreasonable penalty applied on me for short trades, and nobody resolved my grievance.",APPLICATION (WEB/APP)
Dealer donot resposed,Service
Not resolved till today,Service
Charges are high. App is not slick,CHARGES(BRO./DP/LPC ETC.)
Product knowledge is imp for the person who attends the call,People
I am not happy with kotak Sec.,APPLICATION (WEB/APP)
You are waistig our precious time.The rep having subject knowledge should call and actually be concern for resolving not a call for sake of call without any subject knowledge,People
Not getting proper solution on phone. Customer care is diverting to Branch and branch is diverting to the MF house. Finally no solution is given to the customer,Service
Dealer gave the no. which was not answered.,Service
"NEO APP NEEDS LOT OF UPDATION, SHOULD ADD MORE FEATURES AVAILABLE IN THE EARLIER KOTAK TRADING APP IT SHOULD BE COMPLETELY USER FRIENDLY AND ALL THE INFORMATION REGARDING A/C BALANCE AND TRANSACTION TO BE INCORPORATED.VERY DIFFICULT REACH DEALERS THROUGH THE CONTACT NUMBER PROVIDED.",APPLICATION (WEB/APP)
Not run smoothly when enter buy trade or sell trade error shows on screen.,APPLICATION (WEB/APP)
Till now my issue is not yet resolved.,Service
Nest terminal fluctuations make delay plz provide nit service of nest,Service
Kotak securities app is the best platform for trading.,APPLICATION (WEB/APP)
Not able to transfer fund impacting my investment,Process
Third class experience from kotak securities ....,Others
When searching for instrument it not displaying its price.please update it.......................,Others
Zero hai big zero,Others
"Sorry, but did not feel safe or reassured in my phone call with Ms Prachi.",Service
Very Bad service call me at 9448053917,Service
Worst service Query unresolved,Service
Hidden chargesxare exorbitantCharges,CHARGES(BRO./DP/LPC ETC.)
Horrible service,Service
Still my question is not have answered upto now !!!!!,Service
Your Trading App is Pathetic to say the least. Navigation extremely confusing. It did not Allow me to sell the Rights of Suzlon although it was displayed in my holding. I could do the similar transaction with Zerodha in 10 seconds.I hope that some one reads my above comments and take necessary action.,APPLICATION (WEB/APP)
Worsted,Others
Need a call back,Service
Keep it up,Others
I am very unhappy with Kotak.There is a huge difference in the value between portfolio tracker and Sell from existing.RIL numbers are different.Tried to resolve with the help of customer support.But No customer support. I am going to approach NSE on this issue.Note:- This is not a complaint on customer support agent. They did whatever they can.,Service
Worst servicesQueries are unresolvedNo communications,Service
"get ur act right, before you turn irrelevant!",Service
shit 420 company,Others
Planning to  swift another brokerage,CHARGES(BRO./DP/LPC ETC.)
Need huge improvement,Others
Very good service no complent,Service
Get your act together. Kotak service standards hv gone down the drain,Service
Thanks,Not Specified
Rectify your NEST Trading platform issues.,Service
Always try to be better,Not Specified
Worst servicesQuery not yet resolved,Service
please add cover and bracket order in equity and derivative segment,APPLICATION (WEB/APP)
"There are so many trading platform and tools but they are not having complete solution. They are not synchronized with each other.please remove outdated trading tools, it will be great help to your customers. Thanks",APPLICATION (WEB/APP)
PLS PLS TRY TO GIVE MORE RECOMENDATIONS IN F&O SEGMENT SPECIALLY FOR NIFTY AND NIFTY BANK.ONE OF MY FRIEND IS HAVING ACCOUNT WITH ANGEL ONE AND LAST MONTH HE EARNED COOL 2 LAKHS ON INVESTMENT OF RS. 4LAKHS IT MUST BE KNOWN TO YOU THAT IN LAST FEW MONTHS ANGEL ONE HAS GROWN MAINLY BECAUSE OF F&O BUSINESS AND YOU ARE LACKING YOU HAVE SUCH A GOOD TEAM HATS OFF TO MR. SAHAJ AGGARWAL AND MR SHRIKANT CHAUHAN BUT ON GROUND RECOS ARE MISSING.  PLEASE LOOK IN TO IT AND I AM CONFIDENT PEOPLE WILL FLOCK KS,Product
"Bakwas......,,.............................",Not Specified
"Please reduce my brokerage in my equity account. I am in Bangalore, I had opened account in Bangalore. Now Bangalore dealer is closed. Please let me know which dealer i am being allocated to. Rajesh Kumar Agarwal mobile no 9845167755",CHARGES(BRO./DP/LPC ETC.)
Its waste to call with out resolving the issues,Service
Use less service nnnnnnnnmf..d.d.d.d.d.d.d.d.d.d..,Service
Sunil,Others
Tamil language will be useful to understand easily. Make sure to call me daily with the specific recommendation on derivative (Index Option) in tamil. Those who had contacted me over phone did not speak with me more than 30 Seconds.,Service
"0 is very high,  it should be negative as ur staff is torture with their lack of knowledge about your own processes and systems",people
1. Website is quite slow- must be improved.  2. A Watchlist created on Kotak Website should replicate on the trading app.,application
1.Order execution refresh rate is slow. Improvement possible here. Also sound alert missing when order is executed. 2. Existing Fonts and digits not that attractive. Eye catching and more attractive fonts and digits expected. 3. Watch list is pale looking and loads info slowly.  …unnecessary auto suggestions creep in while typing required info.,application
3 rd clasd,others
3 rd class,others
"मेने डीलर से कांटेक्ट करने की कोशिश की पर नहीं हो पाया, फिर कस्टमर केयर पर बात किया उन्होंने डीलर से कॉल बैक करवाया, पर डीलर मुझे मेरे सवाल के सेटिस्फाइड जवाब नहीं दे पाया, आखिर मे मुझे बिना जवाब के कॉल डिसकनेेक्ट करना पड़ा",others
About brokerage,charges
Active BSE FO,product
Actually aap is not properly work and delar did not support mtf interest charge and broker support.,application
Add order execution notification sound,application
After buying share I can not sell my share. Order got cancelled many times,application
All fortfolio values show wrong. Pathetic.,application
All good thank you,others
all need to be improved,others
AMOUNT TRANSFERRED SAME DAY NOT APPEARING FOR WITHDRAWAL AT THE END OF THE DAY. AVG PRICE CALCULATION IS WRONG WHILE ADDING SAME SHARE ON PORTFOLIO. EXPERT CALLED TO PURCHASE PNB SHARE WHICH NEVER GIVES GOOD RETURN. FUND AVAILABILITY SHOWS WRONG FIGURE AFTER DAY END WHERE STATEMNET SHOWS DIFFRENT VALUES COMPARE TO ACTUAL AVAILABLE FUNDS.,application
Apne employees ko bat karne ka tarika pahle samjhaye ki kaise bat Kiya jata hai,people
App & Trading terminal is very poor. Order not executed timely. Net P&L not showing in kotak securities website. Almost using more than 2 years but trading platform is very poor.,application
APP AMOUNT SHOWING WRONG,application
App and trading plateform are so hard to handle,application
App chart and sometime order confirmation not complete so as soon as possible plz solve this bug,application
App is mostly hang on trading period,application
App is not functioning smoothly and taking time to open. when placing an order through option chain the system is lagging. Overall my experience was amazing and wonderful thanks kotak team,application
App is not useful for swing traders and investors,application
App is not working properly chart is not opening and indicators is not showing on charts .. I am loosing money everyday..,application
App is not working smoothly please fix it 😭 today is my 1000 rupees loss because of your application glitches please fix it if you are not fixed this problem Im close my account,application
App is not working smoothly please fix it 😭 today is my 1000 rupees loss because of your application glitches please fix it if you are not fixed this problem Im close my account,application
"App is too slow ,",application
App is wirest,application
App ke tecnical issue ko sudhare,application
App not properly workingAnd order was not completed on market price that I wants which was get me loss and over trade and more charges kindly do the needful and waive of my current pending charges after I will continue kotak security,application
App should run smoothly...,application
App should run smoothly...,application
App should work like other apps,application
App shouldnt be log out by itself until I do it from my side.,application
App wasnt working today after 4pm,application
application connectivity  gliches can endanger trader to heavy loss,application
Application get hanged multiple times. Difficulty in placing orders due the technical glitches. please improve,application
Application has a bigger issue in Kotak securitySecurity app is bigger issue because buying a lot is confirmation pending200 and 500 lot is buying is not buying because confirmation pending application error issue again and again and again and customer care and calling not reserve my issue,application
"Application suddenly stops working I have the made a video related to this ,due to which I have inccured too much losses",application
as a online platform it serves my purpose thats all...their recommendations as good as a lay person picking stocks by throwing darts....they only sound profound and deep ...more theoretical,others
As i mentioned before a price alert feature and simple ui which doesnt confuse..,application
"As per my experience with Kotak Securities on Phone as well as mail, even after mailing my grievance to CEO of the company, nobody even tried to contact me or try to solved the problem. It takes about 2 to 3 month time to get my problem solved. I suggest that Kotak Securities should be closed. I never recommend anybody to open Dmat account in this company.",service
As usual worst,others
Bakwas ek dum,others
Bakwas service,service
"Bank account are not linked properly with demat account, whatever the dividend got via cheque not directly deposited in bank.Kst app charts are very lagging. Trading view or chartiq latest version to be provided. OI trend graph please be added in chart indicator",application
because of your employees today i lost 20000rs.I am moving my demat account to other plaform.,people
Bed experience,others
Below average,others
Better app development,application
Bogus,others
brokege over charges,charges
Brokerage charges are very high and requested also to reduce but no response from your side,charges
"Brokerage charges are very high in comparison to other platforms and unnecessary DP charges are deducted every now and then. Last month there was no sale from my demat account, still DP charges of Rs. 114/- deducted.",charges
"Brokerage charges are very high, despite having the Best plan. Immigrating to mStock for some relief.",charges
Brokerage is too high,charges
Brokerage is too high,charges
Brokerage is very high,charges
Brokerage rate is too high. I actually dont know how this amount of brokarage you are levied. Already started to go another platform.,charges
"Brokerages are very much on higher side in comparison to others. Needs to reduced for customer, like me, having a long association.",charges
Call back should be made once a week so as to redress the greivences.,service
Call response,others
Call should be relevant Tou should call before having effect not after,service
Called ten times in ten minutes. There should be basic human decency to not call if someone is busy,service
Cannot reach dealer. Dealer is not taking call neither contact. Hopeless service.,service
Cant say... You study your own behavior in your best interests...,others
"Cash projections should be reflected. Funds withdrawn from trading account should be immediately credited to bank account, at least in the case of linked Kotak bank account",application
Change my dealer,people
Clients should be attended in time or should call back,service
Close the brokarage business and run a chai ka thela🤣,others
Completely wastage of time with Kotak.. Not recommended,others
Confirmation pending when i want to modify my stoploss Or any order 1-3 min time taken for comfirmation. Some time i got big losses by this issue,application
Connection with the client when they need,service
"Coustomer support is worst in kotak , watsapp support is waste as we always recieve the same replyas if it is preprogrammed replys.The platform is good, once coustomers can communicate  seamlessly, it woluld be great",application
Customer care support is very Bad. Long time calling but no pickup call after 45 mint wating.......then my loss but application problems. Till date not my balance/profit credit to my account means 05 May 2022 Rs.  35907 profit and opening balance debited. Fraudulent KOTAk security.,application
Customer service executive never called back although I got a msg that I would receive a call,service
Customer services not well reply.,service
Customer support nahi hai,service
Dealer gives wrong information abouts kotak trading application they are worst and jurk they dont deserve respect the lie about application they said after 299 you will get free study e learning voucher and free Dealer but after paid 299 I got nothing kotak application cheated us false info take a action against dealer.,application
Dealer is not interested to resolve my problem,people
DEALER SHOULD CALL AT REGULAR INTERVALS.,service
Dealer should easily reachable on phone.,service
Dealer suggested me wrong information about brokerage.,people
"Dealers are useless,good for nothing",others
"Dear Kotak Security,We have not received any update in Neo App according to my suggestion, you have not update multiple windows opening at one time in chart, you have not provide full access of trading view for community indicator.Lagging app, Short Covering, Long buildup etc not provided at option chain where OI displayPlease update anchored VWAP,",application
"Dear sir,Please improve the chart interface and web application. That was crash several time when it was logging on web browser. thank you",application
Dedicated RM should have more experience for resolving general queries. In my case even a senior could not resolve the query in one day even whatever they demanded I provided,people
deductions done in ledger are complex/confusing. Learn from HDFC sec/Sharekhan etc,application
"Delivery brokerage is high and dp charges per month also hurt, your pltform is looting innocent people",charges
Delivery brokerge charges are very high and plenge interest rate also very high,charges
Delivery charges are very high,charges
did not resolve the issue yet even after repeated reminders on email and verbal.,others
Didnt expect,others
Didnt picked up call when needed and even I am planning to close my account due to no recommendation of investment from brokers side and non responsive nature,service
Direct communication with the assigned dealer should be facilitated through system improvement. Direct communication access with the assigned dealers shall be of great help.               Present assigned dealer Krishna is quite helpful and should be retained with proper facilitation.,others
Discating service nananabvavava avana a. Abanajakama,service
Dont call me,others
Dont text unnecessarily for feedback,others
"Due to delay in unpledge request, was faced loss",service
Email,others
Even escalation department is not able to solve the problem,others
Every month deducted dp charges,charges
EVERY YEAR I AM PAYING ANNUAL BROKERAGE ON FIT AND THE MONEY GETS CREDITED BACK TO MY ACCOUNT AND THE PROOFS WERE GIVENINSPITE OF THIS I GET ANSWER ITS NOT REVERSABLE  / NOT REFUNDABLE ALSOANOTHER THING IS I HAD NEVER REQUESTED FOR THIS PLAN IT JUST GOT DEBITED FROM MY ACCOUNT AND DO NOT APPRECIATE ANY DEBITS WITHOUT CUSTOMERS CONFIRMATION,application
Everything better but kotak neo aap not properly working,application
Feedback is lacking after complaint,others
"finding it difficult to trade with Kotak Securities, issues not getting resolved on time, brokerage on the higher side... shifting my maximum transaction to Zerodha.",others
First of all whatsApp assistant not support in my case please check it,application
Fluency in communication should be improved not up to the mark.,people
for demat account your support is very poor,service
For diposit funds take more than 2hrs try many times after market close funds aadded in acc verry disappointed,application
For equity please separate group provide in telegram channel.Sometimes derivative orders are not executed and it will placed later.,application
"Fradue broking company, complaint nse",others
Fraud hopeless and ill mannnered staff,people
Frustration with kotak securities  continues,others
Getting trapped,application
give proper dealer,service
Glitches occurred while square off a trade. Faced this problem so many times. And this glitch got my trade in losses 😞,application
Good,others
Good,others
Good,others
GOOD BUT NEED MORE SMUTH,others
Good but strategy based trading in options should be there so that trading can be done according it,others
Good call,others
Good thing This Is Kotak Neo is Less brokerage app.. Bad Thing is App hang anytime or we facing loss for for this technically glitches .. or no support from customer care for this issue,application
Govt bonds should be allowed to trade and use as collateral and fd in other bank apart from kotak should be allowed to use as collateral with interest benefits.,product
Grievances not resolves,others
Groww good application and simple and easy to use but Kotak trade app good but not very good please copy Groww app very useful and simple and nice interface and brilliant interface,application
Handshake Failed Solve this error in your application which lost my 16 k,application
Hardly any interactions. More frequent interactions recommended,others
He heard my issues patiently and sweetly but no redress all or response has been received after 4 days.,service
Heavy extra charges,charges
Help the customer,others
High Brokarge in Delivery,charges
holding charges very high,charges
Hope for the best.I love Kotak Bank,others
Hope to get quick feedback in the times of crisis.,others
hopeless service by escalation team and all connected with refund/payment of my money requreid for marriage.,service
"I , Madhu Sudan Das highly appreciated your services but I wish to trade in F & O segment onward.So activate my F&O segment as early as possible. I attach my pension slip on your site.",application
I am calling and mailing again and again but not solve my issue and not contact me for any further process,others
I am calling and mailing again and again but not solve my issue and not contact me for any further process,others
"I am not satisfied with old Or new nio both app. Not so smooth eg. Icici, reliance equity app.",application
I am really fed up with your platform and app,application
I am so happy but I have not money,application
I availed limit against share. After 1 year I got communication that I need to pay for shares. The platform showed limit but was not considering it against shares. Eventually shares were sold and repeated communication with customer care did not gave me any answer.,process
"i cant add money due to your technical issue.for two days,you will improve  tour technical promblem solutions",application
i cant add money last two days due to technical issues so i will suggest to improve  your technical skills.,application
"I COMPALNT LAST TIME AND I GIVE RATING 1.IN THIS TIME GIVE. BECAUSE I COMPALNT, SOME ONE CALL AND HELP TO ME. THE BROKARGE GOOD INTERDAY FREEF .MARGIN TRADING ALL ARE GOOD .FINALY I WANT  HAPPY TO TRADE . THANK YOU GOVIND ZHWE0",application
"I COMPLAIN AGAINST MR.RAJIB GHORAI,SALT LAKE BRANCH,KOLKATA FOR MISGUIDING ME.",people
I couldnt login into nest trader the whole day.Your people had had 2 days time for system maintenance but still couldnt make systems working on Monday morning.,application
I do not remember the lady representative name from Kotak securities customer but she was very helpful and prompt in taking the action i.e putting the Dealer calls on Do not disturb for me.,others
I dont about it,others
I dont remember interacting with anyone offlate. Bring my brokerage down/lower.,charges
"I dont want give suggestions for dealer, i want suggestions for unqualified engineers who made useless web or App of kotak securities, without beta or back-end testing they launched.. always glitches o",application
I filled regarding my trading query but after 3 months no proper response by kotak team and still they didnt solved my issue.,others
"I got big losses two times because of your mistakes.1. 105000/- due to app mistakes.2. 48000/- due to noncommunication before square off pending CE. And both the time, never accept mistake by you",application
I have already mailed my concern regarding brokerage charges and margin trading rate of interest is also too high. Kindly go through the same and do the needful as I have already stopped my trading activities,charges
I have been requesting for access to online charts which come part of the application - but i couldnt get access after multiple follow up. Finally I gave up and opened Zerodha account.,application
I have been with you for more thwn a decade. Now I am planning to quit trading. The relationship was generally businesslike with nohuman-warmth in your dealings.,service
I have given the complaint and yet not redo any update I am going to close the Acc,others
"I have issue in chart and position, in chart its hard to watch and glitch same time.And in position, i buy a option lot yesterday and sell today so there are show loss. Even I got profit.",application
I have not received any call from any employee so in this situation How can I rate ?,service
"I have noticed that the response to my calls is consistently delayed, even after multiple reminders. This delay has resulted in a substantial loss for me as I am not well-versed in handling the trading app. I kindly request that you develop a mechanism to ensure a prompt response to my calls. I am willing to pay for this service, as delayed response in trading advice and help can result in significant losses for me.",application
I loss money,others
I loss money,others
"I lost approximately above 6 lakhs due to ,the trade expected by Kottayam branch representative.Because her trading I lost the hardly earned money since many years.I never recommend your firm for trading.",application
I m just harassed with the kotak bank why kotak bank is just behind of customer for everything wather its personal loan or feedback survey if customer is not interested why bank is pushing customer for everything,
I need someone on the higher level with some knowledge to call or would like a meet with if yr relations manager in person Thank you,people
I opened trading account for neo trading account which is not provided to me,product
I raised regarding chart not opening for any stocks dint rectified till now u tell me what rating I can give you,application
I requested a consolidated report on charges and levies for the previous financial year however i was not provided with the same.,charges
I send my 6 month statement for opening derivative which is still pending i wish to close my account if it is not opened within this month as i am a long time customer with a loss of more than 5 lakhs and still using your app,application
I strongly believe that customer service executive are very poor in queries redressal. Training of all must be done in order to improve customer satisfaction score.,service
I want advisory services or broker iwant to transfer my account to local broker kotak Vijayawada,service
I want better service,service
"I wanted to invest ₹3 lakhs on 24/03/2023 in mutual funds. I have entered the details on the securities platform. There were some glitches. I have been asked to again purchase the same units and I have done that. Today its 02/04/2023, still the issue is unresolved. Still the purchases are being shown as Under Process. This is a very bad experience for me and it appears that no one at Kotak is responsible for solving the issue. I want kotak to do something to resolve such issues in a time bound manner or else the investors have got a lot of options to take",application
"I wanted to invest ₹3 lakhs on 24/03/2023 in mutual funds. I have entered the details on the securities platform. There were some glitches. I have been asked to again purchase the same units and I have done that. Today its 02/04/2023, still the issue is unresolved. Still the purchases are being shown as Under Process. This is a very bad experience for me and it appears that no one at Kotak is responsible for solving the issue. I want kotak to do something to resolve such issues in a time bound manner or else the investors have got a lot of options to take",application
I was kept to wait for more than 10 mins and call was disconnected,service
I was requested help from your team regarding trading charges.....,charges
"I was told to get a call back within 24 hrs,but till now , didnt get the call from kotak securities representative for query related with API access",service
I would like to talk to my dealer.7337720101,others
If above suggestions not workable then close my gold account with you i am happy to trade with other brokerage house.,application
"If you cannot provide support to your customers, they why do you advise us to open a demat account and start trading?If you cannot take the ownership and responsibility of your customers money, then why do you trade on their behalf and then leave and run away once you end up in a loss??Im not getting any proper response from the KS and all Im hearing is that they only advise about the investments and it is upto the customer whether to buy the shares or not. You should not tell this after wasting around 3 lacs of my money.You are just playing with your customers money and do you still expect a feedback from us??????",service
Improve apps function,application
Improve customer careIt seems you dont care at all,service
Improve interface,application
Improve recommend stocks,research
improve service condition,service
Improve speed.due to hanging problem we lost money,application
Improve the app experience,application
Improve the service and resolve the customer issues on time without delaying and keeping the same waiting for undue time,service
Improve your app.Due to your application problem i suffered huge loss.,application
Improve your software when trading is online.,application
Improvement is essential,others
Improvement is still needed in all respects,others
In app as well web Price not update on real tome. Order and position tabs are very confusing.,application
Informed frequently by call entilted for free credit card once issued applied charges for card and annual fees,application
"Instead of discussing Trading related issues ,Dealers are more interested in selling other products including car insurance and life insurance which is absurd",service
Interaction at regular interval to facilitate the customer.,service
Interday and options call TGT not hiting always all recommended short term long swing call not perfect always lossing my money better dont send recommention buying selling call or sms,research
Interest and other charges very high,charges
Intraday zero brokerage plan was changed to 5/lot because of issues related to penalties due to margin shortage issues.,process
IPO timing should be upto 3 or 4PM; Linked FD balance should be accepted in ASBA;SME IPO allowed online upto 3 or 4 pm;Transfer of fund / money between savings & Trading A/c should be automatic,product
IPO timing should be upto 3 or 4PM; Linked FD balance should be accepted in ASBA;SME IPO allowed online upto 3 or 4 pmTransfer of fund / money between savings & Trading A/c should be automatic,product
IPO timing should be upto 3 or 4PM; Linked FD balance should be accepted in ASBA;SME IPO allowed online upto 3 or 4 pmTransfer of fund / money between savings & Trading A/c should be automatic,product
Irrespective of mail and request my margin against gold bond has been withdwan without any reason even though it was a part of approved list,application
Issue not resolved. Creating multiple query ids. No proper answer from every person i have interacted. Just cant be repeating same things again and again.,others
It has been more than 3 weeks I hv been trying to get help from my Relationship Mgr.  I hv a trading acct from 2002 but not at all happy with the offline help.,application
"It seems like Kotak Securities is playing some foul game and trying to loot their customers by charging interest. I raised issue of unpledging in 2nd week of May 2023, which is not resolved yet. I do have sufficient fund in my trading account still receiving message from customer care that they are not able to unpledge due to insufficient funds. None of your agents are able to tell me how much fund is required. I am highly disappointed with the pathetic service you are providing. I will soon raise alarm with SEBI for the malpractices executed by Kotak Securities.",application
It should be updated immediately,others
It takes lots of time/ buffering in placing one order. Complusary need to improve specifically for F & O transactions.,application
"Its high time you need to integrate with Trading view, like the DHAN app. Present web app is primitive and full of sluggishness & glitches.",application
"Its very unfair to point out only dealer problem. Kotak securities is very back dated,not Client friendly Please try to value add in various aspect ( knowledge, technical), try to reduce brokerage burden, dont change dealer frequently bcoz clint - dealer relationship make more confidence. Must improve technology part of your platform, Technology glitches make us most irritation.",application
Jab bhi market me fast fluctuation hoti h aapki aap work nhi krti.. pid pending me chali jati h. Kisi bhi script me fast move aaye ga toh usme trade daalo toh bod 30 ..40 sec baad confirm hoti h..Ye problem sabse badi h aapki app me pichle 1 saal se..jisko kotak shayd bilkul sudharna nhi chahati hai...,application
Just disappointed,application
Just pathetic,others
Kendal chart is very bad  dile slow,application
kindly change your app developer and all it team otherwise ready for shut down your business,application
kindly improve the interface and customer should be contacted by the Rm. As no one cares who so ever is doing also the customer care is not appropriate to resolve the queries.,application
kindly keep the mails specific and point to point,others
Kindly make platform similar to Zerodha if possible.. I tried almost all brokers but Zerodha is best in charting and user inte face point of view... Kindly call if require more and accurate feedback,application
Kindly reduced my brokerage and please share my dealer no so that I can coordinate I am trying to call but no is not reachable please provide direct no,charges
Kindly update the system so regarding it runs steady without any interruption because of your system we have to lose money.,application
Kotak is charging arbitrary charges. Whenever i am in loss they charges much extra amount. If I am on profit than also more extra amount is deducted. Not at all clear how much money they are deducting on intraday trading even it is zero brokerage account.,charges
KOTAK NEEDS TO TAKE SERIOUS EFFORT TO RECTIFY BASIC / FUNDAMENTAL FLAWS,service
"Kotak Neo App is not made enabled to me.Brokerage reduction is delayed, despite my excellent track/transaction record for years.",application
kotak neo is not good hanging problemthere is no G.T.T oder in derivativeslast week I pay delivery charges due to app problem in currency derivatives at last on 4:45pm app hang and Oder convert into delivery,application
"Kotak nio app is worst performance, not working during market time, very risky trade with nio",application
Kotak securities app morning 9:15 correct time heng 5 to 12 min this time not updated any order  not working big problem heng my 10..to 15 time big loss but  team no solution Im unhappy......Im this app use only free brokrage,application
kotak securities cheated me,others
"Kotak Securities days are numbered, mark my work it wont last for much time.  Sooner or later who fall for zero brokerage would realise what mistake they have done by choosing Kotak Security as their broker. Any way here I am gonna list some issue I have  raised many times to Kotak customer representative, even though I have complete faith nothing gonna happen on these issues.1. Kotak Sec advertise themselves as zero brokerage trading platform, how one can trade if your platform (kotak neo) provide absolutely no intraday leverage or margin in scripts. Kotak neo provides leverage  on less than 100 scripts. So goodbye Intraday trading on Kotak neo.2. I have repeatedly asked a feature on the kotak neo mobile app which will provide an edge to the scalpers community by making lower tab (where HOME, WATCHLIST, ORDERS, PORTFOLIO, INVEST are situated)  static. Though this feature is available on the desktop site where the upper most tab remain static. Presently if anyone go to  execute an order the lower most tab disappear from the page as soon as order window open and after order execution one have to manually press   back button many time to go to home page and then navigate to position page. If the lower most tab became static like the web version it will remain on the window no matter which page is open. You can imagine where every millisecond is important how game changing it could be to the day trader and scalpers community.3. Spent some money on Tradingview   and have some better feature make available like trading directly from  chart, drag and drop execution features.I am again saying that I have complete faith there wont be  any change regarding these issue. And I believe that People specially newcomers will come to Kotak but will leave within no time because nobody wants to use a platform which is decade behind its competitor in terms of technology. Kotak cant survive by forcefully  Selling insurance in the name of recommendation",application
Kotak securities is highly unprofessional organization. KS does one way communication. Liquidate shares of customer without consulting customer. Acting arrogantly on their own. Don’t listen customers n do what they like. Bunch idiots are sitting In organization from top to bottom. Trading platform is not stable. Charges high brokerage n liquidate shares like 1 2 6 in terms of number of shares to maximize KS brokerage income. Many more points to complain but why should I suggest u anything when I’m going to discontinue with KS,charges
Kotak security app for funding does not work contionously during trading hours,application
Kotak security customer care team member are very useless and Kotak stock trader application very poor.,application
Kotak sold my stocks with out information Very bad,process
Kotak stock trader app crashed many times.,application
"KSE app is very slow and to refresh position, it doesnt do automatic. Manually we need to refresh (eg from positions to orders to positions to check updated positions )",application
KSL workers ara not willing workers they dont care for clients and do not have interest to solve the problems and start talking before asking the clients.they think very intelligent and the clients are stupid I found only the person who is a professional gentelman that is mr parsant maheshwari he is really taking pain to help and solving the issues of clients but my Kst treaders app is not opening the leadger and account statements since 6th feb 2023 but your I T people are good for nothing and sofar they are not in position to do the needful This is kotak security It seems someone temperd with my account with malafide intentions Please tell me what to do now I hope someone will answer me Thanks,application
"last one month there is no solution of my query, i have been submitted number of time video recording of my issue but didnt solve it till today",application
Live market charts can be shown before login. In the old app live market charts was showing before login,application
Looting public money in a systematic way that no one can ask question and bank can do anything and no one can take legal action. Public money is not in safe hand kotak is the worst bank ever.,others
lot of improvement is reqd,others
Lot of technical glitch in the app. Lot of improvements are required. Proper hand holding of the customer is required.,application
Ma,others
MAINTAIN APPLICATION FLEXIBILITY,application
"Many times, your server is stuck up. Kindly upgrade your server",application
Margin trading facility should be easy to disable. At any point of time the available cash and funds should be visible.,application
MAY GOD HELP YOUR ESCALATION TEAM SPECILLY THOSE WHO DO NOT UNDERSTAND THE CUSTOMER COMPLAIN AFTER SEVEREL DISCUSSION IN DETAILS.,service
Mera amount 14000 jo kotak ne le liya vapis dijiye,others
Mharbani mafe karo,others
"Modify trading system for choosing the freedom of stoploss and target, thank you",application
More frequent interaction,service
More transparency and accountability required.,others
Most of dealing hands do not have proper knowledge they only repeat the content of messages sent by sebi. Or kotak. They are only messenger. They do not have ability to help or handle issues. Most of time They dont pick up phone or find excuse to drop call to contact again.Very unsatisfied,people
Most of the Customercare officers are novice & dont know much & therefore fail to respond proper reply to my queries.,people
Must ask investor before liquidating position,process
My account blocked approx last three month I am not IT experienced four to five time call your call center but my query not resolved till date.,application
My account manager not experience,people
My complaint was not listened,others
My Demat Account should be transferred to Kotak Securities.,product
My experience bad service,service
My Fund Transfers are not not reflected in my account on the same day but after 3-4 days due to which excess interest is debited to my account. I had raised this Query several times but no satisfactory response received.,application
My issues-previously and again now is not resolved,others
My last issue clarification is still pending,others
my mutual fund payment has not been received for 2 weeks,application
My problem is unsolved,others
My query regarding my subject is not resolved...While I call care two time.,others
My query regarding my subject is not resolved...While I call care two time.,others
Na,others
Na,others
Need complete bond both BSE and NSE with YTm and maturity date and interest frequency and coupon rate etc on screen,application
Need More faster then current speed without leggings,service
need some smooth flatform and access easyily.,others
Need to change some settings for smooth interface,application
needs much improvement,others
"Neo app gives time of trade call, but site does not give time. This creates confusion. Also squaring off delivery stocks needs improvement.",application
"Neo app gives time of trade call, but site does not give time. This creates confusion. Also squaring off delivery stocks needs improvement.",application
"Neo app gives time of trade call, but site does not give time. This creates confusion. Also squaring off delivery stocks needs improvement.",application
Nest terminal kab chalu karenge 3/4 mahine Ho Gaye ab tak chalu hua nahin,product
Nice query,others
Nice to receive frequent Buy call for many scripts when market dips in red significantly when kotak market research experts must see short recovery for sure healthy returns. Usually when market seems weak in red never receiving expert advise to grab invetment opportunities for many indices stocks so when realizing then missed right time to invest.,service
Nil,others
No,others
No,others
No,others
no,others
NO,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No,others
No able to do business,others
No action taken even after 2 days of request to convert margin holding to normal holding nor any update was provided in terms of TAT.,service
No call from the Dealer inspite of making several calls today.,service
No Calls from any employees nor interacted with.,service
No clear,others
No comment nahi,others
No comments this time because i m joining the app some months ago...,application
No feedback,others
No hailps koijankari nahi deta han,others
No interaction by any one. No person called,others
No interaction in recent times,others
No not any more,others
No offline help arranged.,others
No one called me. Cant give feedback for nothing,others
No one calls me for anything but i receive daily massages for rating off service. Good joke,service
No one giving concrete advice.,others
No one interacts with me.,others
No other suggestions,others
No please ask DEALER to Give reply within reasonable time.,people
No queries are answered.  You cannot get anybody on phone.  They have absolutely no knowledge of what they are doing.they dont attend to our problems at all.  All these areas need your attention.,people
No resolution given on my quary,others
no response was provided even after repeated requests in the watsapp helpline,application
No rm were given,service
No suggestion.,others
No Thanks,others
